SubmissionDate,date,community_name,Cohort,Grazing Block,grazing_report_coordinates-Latitude,grazing_report_coordinates-Longitude,grazing_report_coordinates-Altitude,grazing_report_coordinates-Accuracy,number_of_animals,non_member_cattle_on_block,total number of animals
11:44:17,24/04/2025,Luampungu,Cohort 2,Luampungu Harvested Fields,-16.7065684,24.2554191,1003.1,4.35,0,48,48
09:00:16,25/04/2025,Mbikila,Cohort 2,Mbilika Plain,-16.9367879,24.1174149,984.4,4.88,0,35,35
10:29:47,25/04/2025,Nakalonzya,Cohort 0,Syetala,-17.5527241,25.2860066,907.6,5,1563,0,1563
11:22:23,25/04/2025,Mazauli,Cohort 2,Masimu,-17.3378833,24.15873,965.8,4.266,630,0,630
12:08:07,25/04/2025,Lilonga,Cohort 2,Li Bala La Lilonga,-17.3382783,24.3046417,1025.4,4.687,922,0,922
13:30:42,25/04/2025,Nalikwanda,Cohort 2,Nalikwanda Lupani,-17.2428619,24.1521554,952.7,4.5,305,0,305
14:14:51,25/04/2025,Ngambwe,Cohort 2,Sinyama,-17.300682,24.1820195,959,4.4,520,0,520
15:07:40,25/04/2025,Muyabalo,Cohort 2,Muyabalo Lisheke,-17.1231137,24.0840204,1027,4.7,0,598,598
11:22:21,25/04/2025,Libuyu_Libala_La_Fulayi,Cohort 1,Libuyu Libala,-17.2786878,24.5334569,990.9,3.825,155,0,155
08:30:53,25/04/2025,Maondo,Cohort 1,Stock Movement (Closer To The Villages),-17.4486175,24.5381419,943.9,4.8,3000,0,3000
14:21:55,26/04/2025,Kejaya,Cohort 0,Kejaya Plain,-17.1134566,25.0602719,977.3,3.2,2314,7,2321
14:51:13,26/04/2025,Mutelo,Cohort 0,Lupabanyuni,-17.1280713,25.0680712,985.9,4.133,2322,0,2322
11:30:20,28/04/2025,Mbikila,Cohort 2,Mbilika Plain,-16.9368003,24.1173571,1008.1,4.664,0,30,30
14:13:08,28/04/2025,Ibeele,Cohort 1,Ibeele,-17.0377574,24.3871117,1033.7,4.9,500,0,500
08:47:25,28/04/2025,Chisu,Cohort 1,Buhunda,-17.2829496,24.3865486,1020.1,4.533,512,0,512
14:17:07,29/04/2025,Chilulu,Cohort 2,Chilulu Libala,-17.1690252,24.2299297,1008,4.8,353,0,353
16:35:33,29/04/2025,Nkusu,Cohort 2,Nkusu Forest,-17.0707883,24.1716167,1027.4,3.95,290,0,290
07:38:26,30/04/2025,Kakulwani,Cohort 1,Nakalamba Forest,-17.4213167,24.7732133,973.1,4.6,2800,0,2800
10:58:15,30/04/2025,Muyabalo,Cohort 2,Muyabalo Lisheke,-17.1097826,24.0789511,1044,4.95,0,598,598
11:04:25,30/04/2025,Kazungwe,Cohort 1,Mulumani Plain,-17.131651,24.3613448,1036.7,4.866,333,0,333
11:04:50,30/04/2025,Kapokoto,Cohort 1,Lisheke,-17.3931352,24.3753638,973.8,4.66,515,0,515
12:24:11,30/04/2025,Manyekanga,Cohort 2,Manyekanga Mutemwa,-17.3806682,24.2033102,1046.5,4.74,518,0,518
14:02:54,30/04/2025,Namatwi,Cohort 2,Libala La Namatwi,-17.333788,24.2370172,1044.6,4.2,299,0,299
14:57:55,30/04/2025,Nkuse,Cohort 1,Jerusalema,-17.2314714,24.6915956,991.7,4.5,305,0,305
15:21:57,30/04/2025,Simungoma,Cohort 1,Lusheshe,-17.4410839,24.6718301,958.9,4.533,1660,10,1670
08:29:21,30/04/2025,Silangu,Cohort 0,Kandumbwi,-17.247529,24.7267328,1002.4,4.9,480,0,480
08:33:02,30/04/2025,Mushukula,Cohort 1,Mushukula Lisheke,-17.0623478,24.4941773,1036.2,4.88,1500,0,1500
11:32:56,30/04/2025,Katete,Cohort 2,Katete Lisheke,-17.061006,24.3047109,1023.3,4.86,586,0,586
12:38:36,30/04/2025,Kamusa,Cohort 0,Kamusa Harvested Fields,-17.2935995,24.961354,959.9,4.7,3026,0,3026
15:55:32,30/04/2025,Njoko_Malomo,Cohort 2,Mushitu,-17.1024471,24.0603946,992.3,2.2,0,92,92
20:55:51,30/04/2025,Tahalima,Cohort 1,Upland Forest,-17.4059465,24.6036448,962.2,4.9,1968,0,1968
09:01:53,30/04/2025,Lusinina,Cohort 1,Lisheke,-17.1638062,24.5047316,1020.9,4.45,2000,0,2000
15:50:34,30/04/2025,Mazaba,Cohort 2,Mazaba Lisheke,-17.1531627,24.2628241,1006.2,2.9,230,0,230
17:41:28,30/04/2025,Maziba,Cohort 2,Maziba Harvested Fields,-17.0022883,24.1747767,1000.6,4.883,477,2,479
07:54:30,30/04/2025,Loanja,Cohort 1,Lisa La Mapangani,-17.3711029,24.7770708,945.6,4.58,2035,0,2035
11:46:16,30/04/2025,Lutaba,Cohort 1,Lutaba Local Plain,-17.1879,24.7489867,1080.4,4.4,912,52,964
14:07:08,30/04/2025,Kangubu,Cohort 1,Kasasa Plain,-17.0895979,24.7757892,981.5,5,1300,0,1300
09:25:43,01/05/2025,Nakatindi_Sesheke,Cohort 2,Nakatindi(Sesheke) Mutemwa,-17.4549464,24.3345859,956.9,4.72,70,0,70
10:13:24,01/05/2025,Nakatindi_Sesheke,Cohort 2,Nakatindi(Sesheke) Mutemwa,-17.4545827,24.3340898,986.1,4.94,70,0,70
10:36:49,01/05/2025,Mutuwapafa,Cohort 1,Nankanga,-17.2378621,24.583048,989.9,4.96,2000,0,2000
14:14:58,01/05/2025,Nalikwanda,Cohort 2,Nalikwanda Harvested Fields,-17.2316131,24.129432,966.2,5,305,0,305
14:42:32,01/05/2025,Situwa,Cohort 0,Katukula,-17.5923141,25.23584,979.3,4.933,429,0,429
16:21:15,01/05/2025,Ngambwe,Cohort 2,Sinyama,-17.3007678,24.183916,962,4.566,540,0,540
08:53:30,01/05/2025,Kobya,Cohort 0,Masese,-17.2915933,24.6423156,985.4,4.65,1398,0,1398
11:29:53,01/05/2025,Sawmills,Cohort 1,Zambezi Grazing Block,-17.4717047,24.3701734,939.7,5,702,0,702
13:28:33,01/05/2025,Kejaya,Cohort 0,Kejaya Plain,-17.1140205,25.0587651,991.5,5,2761,11,2772
15:19:58,01/05/2025,Luampungu,Cohort 2,Looza,-16.6990518,24.2165379,1066.8,4.933,0,86,86
17:12:51,01/05/2025,Katongo,Cohort 1,Plain Leading To the Zambezi River,-17.4482154,24.4830764,946.1,4.55,3289,0,3289
14:08:52,01/05/2025,Maondo,Cohort 1,Stock Movement (Closer To The Villages),-17.4490591,24.5370243,957.9,4.993,3100,0,3100
07:14:42,02/05/2025,Nakalonzya,Cohort 0,Nakalonzya Plain,-17.5479027,25.2670826,947.2,4.683,1800,0,1800
09:24:42,02/05/2025,Mazauli,Cohort 2,Masimu,-17.3283764,24.1722113,1014.4,4.16,630,0,630
12:44:12,02/05/2025,Lilonga,Cohort 2,Li Bala La Lilonga,-17.3789903,24.2860581,997.4,4,555,0,555
13:32:55,02/05/2025,Nakatindi_Kazungula,Cohort 0,Makuyu,-17.5693572,25.1820328,965.1,4.966,758,0,758
13:56:46,02/05/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2197268,24.9214613,955.7,4.5,1012,0,1012
15:46:16,02/05/2025,Lusu,Cohort 2,Lusu Harvested Fields,-17.1987875,24.1138341,977.5,4.94,0,65,65
16:23:45,02/05/2025,Libuyu_Libala_La_Fulayi,Cohort 1,Libuyu Libala,-17.3049833,24.5835817,991.9,4.68,258,0,258
10:35:14,02/05/2025,Mutelo,Cohort 0,Lupabanyuni,-17.13091,25.0679333,974.8,3.25,2822,0,2822
06:44:14,03/05/2025,Kachola,Cohort 2,Njoko Plain,-16.8522689,24.1362321,986.8,4.05,0,76,76
10:51:37,05/05/2025,Mbikila,Cohort 2,Mbilika Plain,-16.8167796,24.1835861,977.4,3.6,0,60,60
08:07:04,06/05/2025,Situwa,Cohort 0,Lwamfuwa,-17.6108962,25.2154841,942,4.05,618,169,787
09:38:01,06/05/2025,Njoko_Malomo,Cohort 2,Mushitu,-17.07081,24.0447433,1042.9,4.866,0,156,156
14:49:54,06/05/2025,Mutelo,Cohort 0,Lupabanyuni,-17.1376648,25.0773702,987.1,4.916,2788,0,2788
12:00:19,06/05/2025,Katongo,Cohort 1,Plain Leading To the Zambezi River,-17.4502049,24.481473,936.7,4.716,3256,0,3256
07:44:09,07/05/2025,Kachola,Cohort 2,Kachola Harvested Fields,-16.8517177,24.1422061,991,4.5,0,79,79
08:03:34,07/05/2025,Kazungwe,Cohort 1,Mulumani Plain,-17.1326114,24.3614293,1038.7,4.8,270,0,270
09:12:22,07/05/2025,Kapokoto,Cohort 1,Lisheke,-17.3920876,24.3402431,1005.2,4.6,40,0,40
09:34:38,07/05/2025,Lusinina,Cohort 1,Lisheke,-17.1607317,24.5085,1032.5,4.75,2005,0,2005
10:32:38,07/05/2025,Mushukula,Cohort 1,Mushukula Lisheke,-17.059108,24.4924341,1032.7,4.25,1325,0,1325
11:30:44,07/05/2025,Chisu,Cohort 1,Buhunda,-17.2845642,24.3861836,1023.2,4.883,512,0,512
11:39:39,07/05/2025,Katete,Cohort 2,Katete Plain,-17.068624,24.3058515,1014.4,4.887,580,0,580
14:38:23,07/05/2025,Kobya,Cohort 0,Masese,-17.2900173,24.6466692,980,4.95,1398,0,1398
14:56:08,07/05/2025,Namatwi,Cohort 2,Setako,-17.3251483,24.2695433,1077.5,4.866,299,0,299
16:02:22,07/05/2025,Kachola,Cohort 2,Kachola Harvested Fields,-16.8578014,24.1740214,993.1,4.9,0,72,72
07:52:41,07/05/2025,Kapokoto,Cohort 1,Lisheke,-17.39209,24.3404044,1030.5,4.32,339,0,339
07:53:43,07/05/2025,Silangu,Cohort 0,Kandumbwi,-17.2495419,24.7247214,1000.2,4.866,470,0,470
15:46:20,07/05/2025,Kamusa,Cohort 0,Kamusa Harvested Fields,-17.2842123,24.9507368,958,4.866,3026,0,3026
19:11:23,07/05/2025,Nkusu,Cohort 2,Nkusu Harvested Fields,-17.0699194,24.1670323,1023.9,4.616,300,0,300
07:55:02,07/05/2025,Mazaba,Cohort 2,Mazaba Lisheke,-17.1547179,24.2615786,1009.5,4.6,305,0,305
08:33:46,07/05/2025,Tahalima,Cohort 1,Upland Forest,-17.405165,24.6019854,963.4,4.4,1961,0,1961
12:15:29,07/05/2025,Mutuwapafa,Cohort 1,Nankanga,-17.238373,24.5824056,1003.2,4.816,2000,0,2000
12:25:07,07/05/2025,Maondo,Cohort 1,Stock Movement (Closer To The Villages),-17.44959,24.5345233,941.2,3.8,3200,0,3200
16:09:43,07/05/2025,Lutaba,Cohort 1,Lutaba Local Plain,-17.1865983,24.7473967,971.8,4.82,920,58,978
16:23:46,07/05/2025,Lusu,Cohort 2,Lusu Harvested Fields,-17.203095,24.1065162,969.6,4.6,0,104,104
16:38:52,07/05/2025,Kangubu,Cohort 1,Kasasa Plain,-17.0903217,24.7718733,988.4,4.56,800,0,800
20:16:16,07/05/2025,Loanja,Cohort 1,Lisa La Mapangani,-17.3721658,24.7760357,962.9,4.4,2031,0,2031
07:41:20,07/05/2025,Simungoma,Cohort 1,Lusheshe,-17.4419179,24.656141,953.3,4.62,850,11,861
17:10:45,07/05/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2371822,24.9219845,946.8,4.65,1072,0,1072
09:21:03,08/05/2025,Kakulwani,Cohort 1,Zambezi Plains,-17.4403607,24.7317587,943.7,4.66,2800,0,2800
10:32:35,08/05/2025,Libuyu_Libala_La_Fulayi,Cohort 1,Libuyu Libala,-17.2917022,24.5532745,997.8,4.6,123,0,123
13:59:50,08/05/2025,Muyabalo,Cohort 2,Muyabalo Harvested Fields,-17.09626,24.0775914,1003.8,4.75,0,597,597
14:41:10,08/05/2025,Chisu,Cohort 1,Buhunda,-17.2998933,24.3812247,1041.6,4.45,500,0,500
10:38:46,08/05/2025,Ibeele,Cohort 1,Ibeele,-17.0376663,24.3796565,1027.3,4.9,400,0,400
12:12:00,08/05/2025,Nakatindi_Sesheke,Cohort 2,Nakatindi(Sesheke) Mutemwa,-17.4552622,24.357456,950.8,4.9,68,0,68
12:13:46,08/05/2025,Nkuse,Cohort 1,Jerusalema,-17.225335,24.6961533,1029.8,4.982,292,0,292
12:56:31,08/05/2025,Nakatindi_Kazungula,Cohort 0,Makuyu,-17.5694161,25.1815332,942.8,4.95,846,0,846
16:09:44,08/05/2025,Sawmills,Cohort 1,Zambezi Grazing Block,-17.4735596,24.3651966,945.1,4.8,682,0,682
05:44:01,08/05/2025,Maziba,Cohort 2,Maziba Harvested Fields,-17.0038122,24.1521346,1030.5,5,477,0,477
06:56:29,08/05/2025,Mazauli,Cohort 2,Masimu,-17.3414321,24.17845,1016.8,4.65,630,0,630
14:22:01,08/05/2025,Chilulu,Cohort 2,Chilulu Lisheke,-17.16272,24.2378267,1008,4.55,338,0,338
07:58:12,09/05/2025,Nkusu,Cohort 2,Nkusu Harvested Fields,-17.0646033,24.1615317,1021.3,3.8,300,0,300
11:46:35,09/05/2025,Kejaya,Cohort 0,Kejaya Plain,-17.1146441,25.0575809,950,4.74,3212,0,3212
12:58:43,09/05/2025,Nalikwanda,Cohort 2,Nalikwanda Harvested Fields,-17.2522664,24.1528711,971.7,3.2,305,0,305
13:52:27,09/05/2025,Nakalonzya,Cohort 0,Syetala,-17.5617246,25.2800781,954.9,3.5,2000,0,2000
14:01:36,09/05/2025,Luampungu,Cohort 2,Luampungu Harvested Fields,-16.7062333,24.2552699,1002.5,4.825,0,178,178
14:17:00,09/05/2025,Manyekanga,Cohort 2,Manyekanga Mutemwa,-17.3798627,24.2044408,1007.1,3.5,518,0,518
14:26:25,09/05/2025,Lilonga,Cohort 2,Lilonga Harvested Fields,-17.3794903,24.2814802,1002.7,4.9,500,0,500
07:38:11,09/05/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.1100251,24.0639814,975.8,4.966,0,44,44
07:24:05,09/05/2025,Ngambwe,Cohort 2,Mukusi,-17.3131017,24.16933,1029.4,4.833,540,0,540
09:14:29,13/05/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.0823606,24.0399978,972.8,4.75,0,90,90
07:02:10,14/05/2025,Lusinina,Cohort 1,Lisheke,-17.1568288,24.5103823,1017.3,4.25,2000,0,2000
08:24:45,14/05/2025,Kapokoto,Cohort 1,Mutemwa/ Harvested Fields,-17.3831023,24.3664112,1033.4,4.966,435,0,435
11:33:38,14/05/2025,Kazungwe,Cohort 1,Mulumani Plain,-17.1333883,24.3616467,1040.7,4.9,364,0,364
12:13:33,14/05/2025,Katete,Cohort 2,Katete Harvested Fields (Upperland And Low Land),-17.06435,24.3055117,1050.8,4.042,567,40,607
12:53:30,14/05/2025,Mbikila,Cohort 2,Mbilika Harvested Fields,-16.8200974,24.1915837,968.8,4.866,0,20,20
13:58:10,14/05/2025,Namatwi,Cohort 2,Namatwi Mutemwa,-17.3237167,24.2615874,1036.5,4.975,250,0,250
14:44:49,14/05/2025,Mushukula,Cohort 1,Mushukula Lisheke,-17.0560836,24.492033,1062.4,4.7,1260,0,1260
15:39:39,14/05/2025,Chisu,Cohort 1,Buhunda,-17.2858252,24.3855641,1015.5,4.9,500,0,500
17:14:40,14/05/2025,Kachola,Cohort 2,Njoko Plain,-16.928273,24.1002829,999.5,3.7,0,105,105
05:10:44,14/05/2025,Kamusa,Cohort 0,Kamusa Harvested Fields,-17.2961021,24.9512279,971.1,4.68,2036,0,2036
08:48:58,14/05/2025,Silangu,Cohort 0,Katemwazana,-17.2956503,24.7127269,967.1,4.8,450,0,450
09:06:28,14/05/2025,Katongo,Cohort 1,Plain Leading To the Zambezi River,-17.44897,24.4629872,954,4.6,3273,0,3273
09:16:32,14/05/2025,Chilulu,Cohort 2,Chilulu Lisheke,-17.1617017,24.2316783,1038.7,4.8,353,0,353
12:33:05,14/05/2025,Nakatindi_Kazungula,Cohort 0,Makuyu,-17.5697488,25.1765937,969.2,3.65,758,0,758
13:47:44,14/05/2025,Sawmills,Cohort 1,Zambezi Grazing Block,-17.4742333,24.36318,943.5,4.78,697,0,697
16:55:10,14/05/2025,Ibeele,Cohort 1,Ibeele,-17.039309,24.3627735,1084.3,3.5,500,0,500
17:27:21,14/05/2025,Loanja,Cohort 1,Lisa La Mapangani,-17.3729735,24.773774,958.7,2.8,2311,0,2311
06:07:19,14/05/2025,Tahalima,Cohort 1,Upland Forest,-17.4056729,24.5916567,914.1,5,1968,0,1968
07:46:18,14/05/2025,Mutuwapafa,Cohort 1,Nankanga,-17.238963,24.5818901,1005.5,4,1500,0,1500
08:37:16,14/05/2025,Kangubu,Cohort 1,Kasasa Plain,-17.0914938,24.767582,1020.2,4.6,1500,0,1500
15:24:12,14/05/2025,Lutaba,Cohort 1,Lutaba Local Plain,-17.1861718,24.7465663,963.5,4.5,952,50,1002
07:47:03,14/05/2025,Kobya,Cohort 0,Masese,-17.288174,24.6496477,986.3,4.9,1392,0,1392
12:45:07,14/05/2025,Lusu,Cohort 2,Lusu Harvested Fields,-17.2124549,24.1157608,974,4.5,0,75,75
16:38:24,14/05/2025,Simungoma,Cohort 1,Lusheshe,-17.4245858,24.6662373,943,3.85,1490,11,1501
07:45:27,15/05/2025,Libuyu_Libala_La_Fulayi,Cohort 1,Libuyu Harvested Fields,-17.3019721,24.5626897,1001.2,4.1,68,0,68
09:13:04,15/05/2025,Nakatindi_Sesheke,Cohort 2,Nakatindi(Sesheke) Harvested Fields,-17.4568072,24.3209393,997.3,4.1,150,0,150
09:56:22,15/05/2025,Ngambwe,Cohort 2,Mukusi,-17.3135368,24.1703328,1031.2,4.766,540,0,540
11:12:04,15/05/2025,Chisu,Cohort 1,Buhunda,-17.2990066,24.3814423,1014.9,3.385,512,0,512
12:59:06,15/05/2025,Muyabalo,Cohort 2,Muyabalo Harvested Fields,-17.1255248,24.0707571,969.6,4.8,0,601,601
13:05:13,15/05/2025,Mazaba,Cohort 2,Mazaba Lisheke,-17.152255,24.261845,1006.1,4.9,430,0,430
14:17:32,15/05/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.0580253,24.0630118,1034.8,4.7,0,169,169
15:56:20,15/05/2025,Maziba,Cohort 2,Maziba Harvested Fields,-16.9975933,24.1219983,1027.2,3.75,477,0,477
16:07:33,15/05/2025,Kejaya,Cohort 0,Kejaya Plain,-17.1167284,25.055792,985.7,4.9,2743,9,2752
17:46:18,15/05/2025,Situwa,Cohort 0,Kazwili,-17.5953568,25.2615157,952.9,4.545,516,0,516
08:34:30,15/05/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2226073,24.9204773,958.4,4.916,563,0,563
09:23:00,15/05/2025,Mazauli,Cohort 2,Masimu,-17.3485213,24.1848353,1017.7,4.78,622,0,622
12:14:34,15/05/2025,Maondo,Cohort 1,Stock Movement (Closer To The Villages),-17.4501325,24.5327475,949,5,3300,0,3300
14:42:23,15/05/2025,Manyekanga,Cohort 2,Manyekanga Mutemwa,-17.3834517,24.20012,993.5,4.675,500,0,500
08:56:29,16/05/2025,Nkusu,Cohort 2,Nkusu Harvested Fields,-17.0627625,24.1433828,1005.4,5,300,0,300
11:04:18,16/05/2025,Nakalonzya,Cohort 0,Nakalonzya Plain,-17.548978,25.2672348,942.7,4.6,1900,0,1900
11:25:00,16/05/2025,Nalikwanda,Cohort 2,Nalikwanda Harvested Fields,-17.2517416,24.1533331,971.9,4.45,305,0,305
11:30:46,16/05/2025,Kakulwani,Cohort 1,Zambezi Plains,-17.4417228,24.7344257,949.5,4.1,3000,0,3000
12:02:38,16/05/2025,Luampungu,Cohort 2,Nambwiya Plain,-16.7062398,24.2552639,997.9,4.742,0,327,327
12:22:38,16/05/2025,Nkuse,Cohort 1,Jerusalema,-17.2255413,24.6986608,1009.7,4.975,305,0,305
14:35:29,16/05/2025,Mutelo,Cohort 0,Lupabanyuni,-17.1378918,25.085575,932.4,4.6,2782,0,2782
08:43:19,16/05/2025,Lilonga,Cohort 2,Lilonga Harvested Fields,-17.4134183,24.3020539,1016.3,4.883,522,5,527
09:17:53,19/05/2025,Nakalonzya,Cohort 0,Nakalonzya Harvested Fields,-17.5496602,25.2690749,959.5,5,1200,0,1200
10:54:30,19/05/2025,Mbikila,Cohort 2,Mbilika Plain,-16.8084308,24.1785509,977.4,4.7,0,70,70
15:32:54,19/05/2025,Nkuse,Cohort 1,Jerusalema,-17.2214844,24.6970527,1001.6,4.4,305,0,305
15:26:50,20/05/2025,Ngambwe,Cohort 2,Mukusi,-17.3142276,24.1696203,1031,4.25,549,0,549
08:06:59,20/05/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.0863597,24.0438015,971.6,4,0,70,70
06:43:43,21/05/2025,Ibeele,Cohort 1,Nkolola,-17.0347973,24.4326371,1173.4,4.833,400,0,400
07:24:11,21/05/2025,Lusinina,Cohort 1,Lisheke,-17.160125,24.5062335,1016.7,4.828,2015,0,2015
07:33:53,21/05/2025,Kazungwe,Cohort 1,Mulumani Plain,-17.135325,24.3624983,1045.1,4.916,322,0,322
09:07:31,21/05/2025,Namatwi,Cohort 2,Namatwi Mutemwa,-17.3289216,24.255034,1019.8,4.6,250,0,250
09:37:48,21/05/2025,Katete,Cohort 2,Katete Plain,-17.067051,24.3109336,1012,4.957,748,0,748
11:23:21,21/05/2025,Lusu,Cohort 2,Lusu Harvested Fields,-17.1982622,24.1025652,921.8,4.813,0,98,98
11:30:46,21/05/2025,Mazaba,Cohort 2,Mazaba Lisheke,-17.1805064,24.2639715,1000.9,3.9,210,0,210
11:45:16,21/05/2025,Mutuwapafa,Cohort 1,Nankanga,-17.2401183,24.581485,1024.8,4.875,1800,0,1800
12:13:34,21/05/2025,Kapokoto,Cohort 1,Mutemwa/ Harvested Fields,-17.3773513,24.3532627,1021.9,4.66,605,0,605
13:39:11,21/05/2025,Kamusa,Cohort 0,Kamusa Harvested Fields,-17.3029937,24.9470481,943.8,3.05,3026,0,3026
13:52:55,21/05/2025,Mushukula,Cohort 1,Mushukula Lisheke,-17.0506407,24.4920868,1036.6,4.866,1400,0,1400
13:53:48,21/05/2025,Silangu,Cohort 0,Katemwazana,-17.2977994,24.7113864,1014,4.609,450,0,450
14:05:56,21/05/2025,Chilulu,Cohort 2,Chilulu Lisheke,-17.1633086,24.2234587,1021.1,4.02,351,0,351
14:27:15,21/05/2025,Chisu,Cohort 1,Buhunda,-17.2890445,24.3845242,1032.4,4.56,512,0,512
14:51:28,21/05/2025,Sawmills,Cohort 1,Zambezi Grazing Block,-17.4581133,24.3683761,975.1,3.7,700,0,700
15:23:20,21/05/2025,Chisu,Cohort 1,Buhunda,-17.2869505,24.3850427,1015,4.4,500,0,500
15:40:12,21/05/2025,Ibeele,Cohort 1,Nkolola,-17.0333094,24.4319565,1051.5,4.7,500,0,500
17:22:22,21/05/2025,Kangubu,Cohort 1,Kasasa Plain,-17.092905,24.760455,991.9,4.4,1400,0,1400
14:20:14,21/05/2025,Lutaba,Cohort 1,Lutaba Local Plain,-17.1835578,24.7450928,922.4,4.825,897,97,994
16:04:48,21/05/2025,Kobya,Cohort 0,Masese,-17.2880316,24.6539003,970,4.833,1392,0,1392
16:22:29,21/05/2025,Loanja,Cohort 1,Lisa La Mapangani,-17.3740775,24.7720428,972.4,4.5,2313,0,2313
10:44:04,21/05/2025,Tahalima,Cohort 1,Upland Forest,-17.3957453,24.5855582,950.7,3.65,2000,0,2000
11:17:16,21/05/2025,Maondo,Cohort 1,Stock Movement (Closer To The Villages),-17.4502833,24.5319084,933.1,4.15,3200,0,3200
07:33:55,21/05/2025,Simungoma,Cohort 1,Lusheshe,-17.4256823,24.6651175,932.3,4.766,2600,10,2610
14:10:49,21/05/2025,Kachola,Cohort 2,Kachola Harvested Fields,-16.8542167,24.138518,966.6,4.3,0,69,69
11:17:22,21/05/2025,Katongo,Cohort 1,Upland Forest,-17.4030068,24.5015302,995.6,4.15,3375,0,3375
10:37:02,22/05/2025,Nakatindi_Kazungula,Cohort 0,Makuyu,-17.5696734,25.1799975,949,4.6,569,0,569
13:08:58,22/05/2025,Nakatindi_Sesheke,Cohort 2,Nakatindi(Sesheke) Harvested Fields,-17.4523217,24.3284417,1023.3,4.45,200,0,200
14:02:02,22/05/2025,Libuyu_Libala_La_Fulayi,Cohort 1,Libuyu Harvested Fields,-17.3044589,24.5758449,982.6,4.383,210,0,210
15:09:43,22/05/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2176988,24.9235957,930.2,4.711,1072,0,1072
10:11:08,22/05/2025,Situwa,Cohort 0,Situwa Plains,-17.6092051,25.2369304,941.5,4.8,641,0,641
11:15:30,22/05/2025,Muyabalo,Cohort 2,Muyabalo Harvested Fields,-17.1441523,24.0742151,972.2,4.3,0,601,601
08:02:52,23/05/2025,Kakulwani,Cohort 1,Zambezi Plains,-17.4389086,24.7295136,939.8,4.3,3000,0,3000
09:00:01,23/05/2025,Luampungu,Cohort 2,Luampungu Harvested Fields,-16.7062916,24.2552966,998.7,4.416,0,340,340
09:44:45,23/05/2025,Manyekanga,Cohort 2,Manyekanga Mutemwa,-17.3859098,24.2015544,992.9,4.833,518,0,518
11:33:50,23/05/2025,Nalikwanda,Cohort 2,Nalikwanda Harvested Fields,-17.2504105,24.1508847,964.2,4.98,305,0,305
11:56:10,23/05/2025,Maziba,Cohort 2,Maziba Harvested Fields,-16.9897013,24.1044917,1038.9,4.983,480,0,480
13:15:05,23/05/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.07902,24.0585633,983.6,3.46,0,56,56
13:42:04,23/05/2025,Nkusu,Cohort 2,Nkusu Harvested Fields,-17.0694975,24.1826638,1019,4.233,300,0,300
15:25:36,23/05/2025,Lilonga,Cohort 2,Lilonga Harvested Fields,-17.3628667,24.3075817,1037.9,4.94,567,35,602
11:17:38,23/05/2025,Mazauli,Cohort 2,Masimu,-17.3692764,24.193366,1009.1,4.7,632,0,632
16:43:28,23/05/2025,Mutelo,Cohort 0,Lupabanyuni,-17.1368092,25.0886231,974,4.88,2788,0,2788
09:43:28,24/05/2025,Kejaya,Cohort 0,Kejaya Plain,-17.1208399,25.0530706,947.3,4.933,3217,0,3217
10:00:40,27/05/2025,Katongo,Cohort 1,Upland Forest,-17.4029813,24.4983604,1008.3,3.333,3275,0,3275
13:11:16,27/05/2025,Sawmills,Cohort 1,Zambezi Grazing Block,-17.4625083,24.3702096,946.8,4.95,709,0,709
06:19:24,27/05/2025,Mutuwapafa,Cohort 1,Nankanga,-17.2413616,24.5810709,1011.2,4.966,1800,0,1800
07:41:54,28/05/2025,Chisu,Cohort 1,Chisu Mutemwa/ Harvested Fields,-17.2729555,24.3923914,1035.2,4.2,512,0,512
07:42:28,28/05/2025,Lusinina,Cohort 1,Lusinina Harvested Fields,-17.1798555,24.5148493,1017.2,3.266,2015,0,2015
07:52:40,28/05/2025,Maziba,Cohort 2,Maziba Plain,-16.9861233,24.0970959,999.4,3.92,497,0,497
09:37:09,28/05/2025,Katete,Cohort 2,Katete Mutemwa,-17.0843843,24.3051479,1016.8,4.05,748,0,748
12:52:50,28/05/2025,Namatwi,Cohort 2,Namatwi Mutemwa,-17.3232821,24.2459728,1030.6,3.5,300,0,300
16:20:11,28/05/2025,Kazungwe,Cohort 1,Mulumani Plain,-17.1366761,24.3632334,1005.2,4.5,361,0,361
19:24:46,28/05/2025,Ibeele,Cohort 1,Nkolola,-17.0346792,24.4324345,1053.8,3.8,500,0,500
07:34:35,28/05/2025,Mazaba,Cohort 2,Mazaba Harvested Fields,-17.18222,24.273055,1034.8,4.88,245,0,245
09:35:52,28/05/2025,Chilulu,Cohort 2,Chilulu Lisheke,-17.1608932,24.2160356,1011.7,4.65,350,0,350
11:12:02,28/05/2025,Silangu,Cohort 0,Loanja Plains,-17.2816083,24.6890518,980.2,4.2,400,0,400
